obs_date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,weather
5/30/2017,21.1,17,25,0,,,15.9,,1015.5,,warm_windy
5/31/2017,23.1,19,25,0,,,14.1,,1015.3,,warm_windy
6/1/2017,23.3,19,26,0,,,13.9,,1015.8,,warm_breezy
6/2/2017,23.9,19,29,0,,,13.1,,1015.3,,warm_breezy
6/3/2017,23,18,28,0,,,20.8,,1016.1,,warm_stormy
6/4/2017,21.4,16,28,0,,,21.3,,1016.7,,warm_stormy
6/5/2017,21.4,16,28,0,,,17.7,,1017.7,,warm_windy
6/6/2017,22.2,18,27.1,0,,,17.2,,1016.8,,warm_windy
6/7/2017,25.7,19.6,32.2,0,,,13.4,,1015.5,,hot_breezy
6/8/2017,24.9,20.5,29.2,0,,,9,,1014,,warm_breezy
6/9/2017,23.2,18.6,28.2,0,,,10,,1015.7,,warm_breezy
6/10/2017,24.4,21.2,26.7,0.1,,,8,,1015.5,,warm_light_rain
6/11/2017,25.2,21.2,28.1,0,,,9.3,,1014.9,,hot_breezy
6/12/2017,28,24.5,32.2,0,,,16,,1012.4,,hot_windy
6/13/2017,23.1,21,26.2,0,,,19,,1011.7,,warm_windy
6/14/2017,22.4,20.7,24.5,0,,,12.8,,1014.6,,warm_breezy
6/15/2017,22.8,19.5,26,0,,,10,,1015.8,,warm_breezy
6/16/2017,29.8,23,36.6,0,,,10.8,,1015.8,,hot_breezy
6/17/2017,30.3,27,34.2,0,,,18.2,,1014.5,,hot_windy
6/18/2017,28.4,25.5,32.2,0,,,13.6,,1012.1,,hot_breezy
6/19/2017,26.2,23.7,28.7,0,,,15.8,,1013.9,,hot_windy
6/20/2017,25.7,24.5,27.2,0,,,14.1,,1015.2,,hot_windy
6/21/2017,23.7,22.2,25,0,,,19.7,,1016.1,,warm_windy
6/22/2017,23.3,19.5,26,0,,,11.5,,1018.9,,warm_breezy
6/23/2017,26.6,21,34.5,0,,,11.8,,1021.2,,hot_breezy
6/24/2017,29.8,25.2,37,0,,,19.7,,1017.9,,hot_windy
6/25/2017,27.6,23.1,33.5,0,,,17.8,,1013.4,,hot_windy
6/26/2017,22.6,17.7,26,0,,,17,,1013.5,,warm_windy
6/27/2017,22.4,17.7,28,0,,,20.8,,1015.2,,warm_stormy
6/28/2017,21.9,18,26.2,0,,,23,,1017.4,,warm_stormy
6/29/2017,21.4,16.1,27.1,0,,,17.6,,1018.4,,warm_windy
6/30/2017,21.9,16,27.5,0,,,17.8,,1020.8,,warm_windy
7/1/2017,23.2,19,28.2,0,,,18,,1019.7,,warm_windy
7/2/2017,26.5,21.6,31,0,,,16.2,,1019.3,,hot_windy
7/3/2017,26.3,21.7,30.2,0,,,15.6,,1017.2,,hot_windy
7/4/2017,24,21,27.1,0,,,16.2,,1015.1,,warm_windy
7/5/2017,22.6,21,24.5,0,,,13.5,,1014.9,,warm_breezy
7/6/2017,20.9,17.7,23,0,,,19.7,,1016.4,,warm_windy
7/7/2017,21.4,18.1,26,0,,,21.8,,1017.8,,warm_stormy
7/8/2017,21.7,18.5,26.2,0,,,15,,1018,,warm_windy
7/9/2017,22.4,18.5,28.7,0,,,13,,1016.5,,warm_breezy
7/10/2017,23.3,18.1,30.7,0,,,13.1,,1013.9,,warm_breezy
7/11/2017,25.1,20.1,29.7,0,,,11.6,,1014.2,,hot_breezy
7/12/2017,27.5,22.5,31,0,,,8.7,,1015.7,,hot_breezy
7/13/2017,27.8,23.1,35.7,0,,,8.7,,1015.2,,hot_breezy
7/14/2017,25.8,22.2,32,0,,,7.4,,1014.7,,hot_fair
7/15/2017,24.7,21,27,0,,,8.8,,1015.8,,warm_breezy
7/16/2017,25,20.1,30.5,0,,,9.5,,1016.4,,hot_breezy
7/17/2017,27.1,22.2,32.6,0,,,9.8,,1014.3,,hot_breezy
7/18/2017,26.4,23.2,29.3,0,,,11.2,,1013,,hot_breezy
7/19/2017,23.4,18.9,27.3,0,,,18.8,,1015.6,,warm_windy
7/20/2017,22.6,18.3,29.9,0,,,21.8,,1015.3,,warm_stormy
7/21/2017,21.7,16.5,29.6,0,,,22.2,,1014.4,,warm_stormy
7/22/2017,23.6,19.4,30.3,0,,,14.2,,1015.4,,warm_windy
7/23/2017,24.7,18.9,28.6,0,,,9.9,,1018.1,,warm_breezy
7/24/2017,27.6,24.1,33.2,0,,,14.7,,1017.8,,hot_windy
7/25/2017,25.4,20.6,29,0,,,9.2,,1013.9,,hot_breezy
7/26/2017,24.7,22.2,27.8,0,,,12.4,,1013.8,,warm_breezy
7/27/2017,26.5,22.7,31.1,0,,,11,,1014.5,,hot_breezy
7/28/2017,27.2,21.9,31.1,0,,,9.3,,1015.4,,hot_breezy
7/29/2017,27.6,22.8,31.2,0,,,12.2,,1015.8,,hot_breezy
7/30/2017,27.8,23.3,32.9,0,,,14.2,,1012.9,,hot_windy
7/31/2017,24.7,19.7,28.7,0,,,14.7,,1011.8,,warm_windy
8/1/2017,24.9,21,31.7,0,,,16.4,,1015.2,,warm_windy
8/2/2017,23.4,18,27.2,0,,,12.8,,1017.7,,warm_breezy
8/3/2017,26.6,20.5,31.4,0,,,9.5,,1017.2,,hot_breezy
8/4/2017,29.2,22.8,35,0,,,12.7,,1014.7,,hot_breezy
8/5/2017,30.5,25,35.9,0,,,11.9,,1013.7,,hot_breezy
8/6/2017,24.8,21.4,30,0,,,9.5,,1014.6,,warm_breezy
8/7/2017,26.2,22.7,30.7,0,,,13.4,,1014.1,,hot_breezy
8/8/2017,25.2,19.9,31,0,,,14,,1015.7,,hot_windy
8/9/2017,22.9,18.2,29,0,,,20.4,,1016.6,,warm_stormy
8/10/2017,23.9,18.8,30.4,0,,,14.1,,1017.6,,warm_windy
8/11/2017,24.2,20,30.2,0,,,14.9,,1017.5,,warm_windy
8/12/2017,25.6,20,30.8,0,,,13.1,,1017.1,,hot_breezy
8/13/2017,24.9,20,29.7,0,,,10.8,,1015.1,,warm_breezy
8/14/2017,25.2,20.8,28.9,0,,,11,,1014.4,,hot_breezy
8/15/2017,25.4,22,30,0,,,12.1,,1017.1,,hot_breezy
8/16/2017,27.1,21.3,35.1,0,,,12.2,,1018.4,,hot_breezy
8/17/2017,25.5,22.3,28.8,0,,,9,,1016.3,,hot_breezy
8/18/2017,25.7,21,30.3,0,,,9.2,,1015.5,,hot_breezy
8/19/2017,27,23.1,29.2,0,,,10.8,,1014.6,,hot_breezy
8/20/2017,26.6,23,31.1,0,,,12.5,,1015.8,,hot_breezy
8/21/2017,26,24,28.8,0,,,12.4,,1015.9,,hot_breezy
8/22/2017,25.2,20.4,29.6,0,,,10,,1016.4,,hot_breezy
8/23/2017,25.7,23.3,29.8,0,,,8.9,,1015.3,,hot_breezy
8/24/2017,25.3,20,29.6,0,,,9.5,,1015.2,,hot_breezy
8/25/2017,24.7,21.4,28.2,0,,,8.5,,1014.6,,warm_breezy
8/26/2017,25.2,22,28.9,0,,,11.7,,1012.6,,hot_breezy
8/27/2017,23.4,21.5,25.9,0,,,19.5,,1012.7,,warm_windy
8/28/2017,21.8,19.5,24.3,0,,,13.7,,1014.9,,warm_breezy
8/29/2017,21.5,17.3,24.8,0,,,14,,1014.4,,warm_windy
8/30/2017,21.9,18,25.9,0,,,10.2,,1015.7,,warm_breezy
8/31/2017,23.8,19.4,28,0,,,10.8,,1015.3,,warm_breezy
