obs_date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,weather
7/27/2016,23.1,17.8,29.2,0,,,16.6,,,,warm_windy
7/28/2016,25.1,18.2,32.1,0,,,15.7,,,,hot_windy
7/29/2016,24.6,20,31,0,,,12.2,,,,warm_breezy
7/30/2016,20.8,18.3,25,0,,,14.6,,,,warm_windy
7/31/2016,21.8,17.6,27.1,0,,,21,,,,warm_stormy
8/1/2016,22.4,17.5,28.3,0,,,23.2,,,,warm_stormy
8/2/2016,23.5,17.2,31.2,0,,,19,,,,warm_windy
8/3/2016,21.5,19.2,28,0,,,26.7,,,,warm_stormy
8/4/2016,22.6,19.5,28,0,,,22.8,,,,warm_stormy
8/5/2016,23.9,18.3,30,0,,,25.1,,,,warm_stormy
8/6/2016,28.3,20.6,35.6,0,,,14.5,,,,hot_windy
8/7/2016,31.4,27.4,35.4,0,,,15.5,,,,hot_windy
8/8/2016,28.9,22.6,33.7,0,,,12.8,,,,hot_breezy
8/9/2016,27.1,20.9,35.3,0,,,17.6,,,,hot_windy
8/10/2016,25.5,18.2,32.5,0,,,19.9,,,,hot_windy
8/11/2016,27.8,22.5,32.8,0,,,14.8,,,,hot_windy
8/12/2016,28.6,23.5,33.5,0,,,14.3,,,,hot_windy
8/13/2016,28.6,22.4,35.2,0,,,16.5,,,,hot_windy
8/14/2016,25.4,19.2,31,0,,,21.7,,,,hot_stormy
8/15/2016,22.1,17.7,28,0,,,14.6,,,,warm_windy
8/16/2016,21.9,17.3,27.7,0,,,15.8,,,,warm_windy
8/17/2016,22.6,19.5,27.5,0,,,12.9,,,,warm_breezy
8/18/2016,22.3,17.6,30,0,,,13.9,,,,warm_breezy
8/19/2016,22.4,19.3,27.2,0.1,,,10.9,,,,warm_light_rain
8/20/2016,21.3,17.4,26,0,,,25,,,,warm_stormy
8/21/2016,24.3,17.8,31.4,0,,,16.9,,,,warm_windy
8/22/2016,26.3,19.9,32.6,0,,,13.3,,,,hot_breezy
8/23/2016,26.9,21.2,34.3,0,,,15.2,,,,hot_windy
8/24/2016,25.2,21,31.2,0,,,15.4,,,,hot_windy
8/25/2016,23.8,19.4,30.7,0,,,17.9,,,,warm_windy
8/26/2016,24.1,19.4,31.2,0,,,14.5,,,,warm_windy
8/27/2016,24.4,19.8,30.2,0,,,13.8,,,,warm_breezy
8/28/2016,23.1,19,28.9,0,,,21.3,,,,warm_stormy
8/29/2016,22.1,17.6,29.2,0,,,18.5,,,,warm_windy
8/30/2016,21.6,17.6,28.2,0,,,20.6,,,,warm_stormy
8/31/2016,22,17.8,27.8,0,,,24,,,,warm_stormy
9/1/2016,23.4,17.8,29.8,0,,,15.4,,,,warm_windy
9/2/2016,24.7,19.3,30.5,0,,,13.7,,,,warm_breezy
9/3/2016,25.6,20.6,31.1,0,,,11.2,,,,hot_breezy
9/4/2016,28.1,21.3,35.2,0,,,10.3,,,,hot_breezy
9/5/2016,30.9,23.2,38,0,,,15.8,,,,hot_windy
9/6/2016,28.6,23.1,34.7,0,,,11.4,,,,hot_breezy
9/7/2016,22.9,19.6,27.6,0,,,16.7,,,,warm_windy
9/8/2016,20.9,17.8,25,0,,,23.6,,,,warm_stormy
9/9/2016,21.3,17.7,26.3,0,,,21.3,,,,warm_stormy
9/10/2016,22.3,17,26.8,0,,,21.7,,,,warm_stormy
9/11/2016,24,19.5,30.4,0,,,14.8,,,,warm_windy
9/12/2016,22.3,18.4,28.4,0,,,13,,,,warm_breezy
9/13/2016,19.9,17.2,23.6,12.3,,,17,,,,mild_moderate_rain
9/14/2016,18.7,15.4,22.6,0,,,12.7,,,,mild_breezy
9/15/2016,19.2,15.4,23.8,0.6,,,10.3,,,,mild_light_rain
9/16/2016,20.2,16.2,24.8,0,,,20.2,,,,warm_stormy
9/17/2016,23.2,17.9,29.5,0,,,15.1,,,,warm_windy
9/18/2016,23.9,19.4,29.1,0,,,16.6,,,,warm_windy
9/19/2016,22.7,17.1,29.5,0,,,16,,,,warm_windy
9/20/2016,19.7,15.6,25.6,0,,,15.7,,,,mild_windy
9/21/2016,19.1,16.2,23.8,0,,,18.5,,,,mild_windy
9/22/2016,18.5,15.2,22.5,0,,,16.1,,,,mild_windy
9/23/2016,23.3,16.3,26.7,0,,,12.4,,,,warm_breezy
9/24/2016,20.3,16,26,0,,,12.6,,,,warm_breezy
9/25/2016,20.6,17.2,25.2,0.1,,,17.2,,,,warm_light_rain
9/26/2016,19.6,16.1,24.7,0,,,24.6,,,,mild_stormy
9/27/2016,23.7,18.5,30.2,0,,,20.9,,,,warm_stormy
9/28/2016,26.7,19.8,31.8,0,,,16.2,,,,hot_windy
9/29/2016,23.7,18.7,28.5,0,,,14.1,,,,warm_windy
9/30/2016,22.1,18,27.6,0,,,14.4,,,,warm_windy
10/1/2016,19.3,15.9,23.6,0,,,16.3,,,,mild_windy
10/2/2016,18.4,14.8,22.4,0,,,13.2,,,,mild_breezy
10/3/2016,18.3,13.9,23.3,0,,,11.8,,,,mild_breezy
10/4/2016,19.7,15,25.8,0,,,16.2,,,,mild_windy
10/5/2016,21.6,15.6,28.6,0,,,12.5,,,,warm_breezy
10/6/2016,19.6,15.5,25.7,0,,,11.7,,,,mild_breezy
10/7/2016,18.6,14.2,23.2,0,,,13,,,,mild_breezy
10/8/2016,19.3,16.4,24.5,0,,,18.6,,,,mild_windy
10/9/2016,18.1,15.8,23.5,0,,,15.6,,,,mild_windy
10/10/2016,17.4,14.3,22,0,,,11.1,,,,mild_breezy
10/11/2016,17.4,14.2,21.6,4.7,,,15.3,,,,mild_light_rain
10/12/2016,16.4,14.5,20.6,7.3,,,12.4,,,,mild_moderate_rain
10/13/2016,16.3,13.1,20.6,0,,,10,,,,mild_breezy
10/14/2016,16.8,13.2,21.6,0,,,11.7,,,,mild_breezy
10/15/2016,17.1,15,20.8,10,,,10.5,,,,mild_moderate_rain
10/16/2016,17.8,15.6,21.2,0,,,7.4,,,,mild_fair
10/17/2016,17.9,16.2,20.4,1.8,,,9.2,,,,mild_light_rain
10/18/2016,22.4,17,26,0,,,9.5,,,,warm_breezy
10/19/2016,20.2,18.5,24.8,0,,,8.9,,,,warm_breezy
10/20/2016,18.3,16.1,22.8,0,,,9.7,,,,mild_breezy
10/21/2016,17.5,15.9,19.6,1.9,,,6.4,,,,mild_light_rain
10/22/2016,18.3,15.7,20.4,7.4,,,14.8,,,,mild_moderate_rain
10/23/2016,16.1,13.4,19.2,5.1,,,21,,,,mild_moderate_rain
10/24/2016,15.8,13.2,18.8,10.7,,,13,,,,mild_moderate_rain
10/25/2016,18.5,14.9,21.4,5.1,,,15.7,,,,mild_moderate_rain
10/26/2016,21,17,24.2,0,,,12.3,,,,warm_breezy
10/27/2016,23.5,18.8,26.1,0,,,14.4,,,,warm_windy
10/28/2016,23.7,20.2,27.4,0,,,10.1,,,,warm_breezy
10/29/2016,22.2,19,25.6,0,,,11.3,,,,warm_breezy
10/30/2016,20.1,16.8,24,0,,,9.3,,,,warm_breezy
10/31/2016,19.1,14.8,23.4,0,,,6.9,,,,mild_fair
11/1/2016,19.2,15.4,22.1,0,,,8.8,,,,mild_breezy
11/2/2016,18.1,16.1,21.8,2,,,10.8,,,,mild_light_rain
11/3/2016,18.2,15.5,21.9,0,,,7.4,,,,mild_fair
11/4/2016,17.6,15.7,20.6,3.1,,,9.9,,,,mild_light_rain
11/5/2016,15.8,12.9,20,8.2,,,12.9,,,,mild_moderate_rain
11/6/2016,,11.2,16.8,0,,,9.1,,,,mild_breezy
11/7/2016,13.5,10.2,15.4,0,,,17.2,,,,mild_windy
11/8/2016,12.8,10,17.7,0,,,9.3,,,,mild_breezy
11/9/2016,15.9,12.2,18.9,0.4,,,11.7,,,,mild_light_rain
11/10/2016,14.7,12.5,18.6,0,,,8.3,,,,mild_breezy
11/11/2016,15.7,11.4,16.6,0,,,5.4,,,,mild_fair
11/12/2016,16.8,13.7,19.5,7.6,,,6.9,,,,mild_moderate_rain
11/13/2016,16.9,13.5,19.6,0,,,12.6,,,,mild_breezy
11/14/2016,15.9,13.5,19,0,,,19.7,,,,mild_windy
11/15/2016,16.4,11.7,18.2,0,,,20.6,,,,mild_stormy
11/16/2016,15.3,11.8,19.2,0,,,11.3,,,,mild_breezy
11/17/2016,15.8,11.1,19.9,0,,,9,,,,mild_breezy
11/18/2016,15.3,12.9,18.5,1.4,,,7.7,,,,mild_light_rain
11/19/2016,14.9,11.1,19.7,9,,,11.7,,,,mild_moderate_rain
11/20/2016,16.4,13.5,17,35.4,,,20.4,,,,mild_stormy_rain
11/21/2016,12.6,10.7,17.8,13.9,,,13.8,,,,mild_moderate_rain
11/22/2016,10.7,9.6,14,0.5,,,8.3,,,,mild_light_rain
11/23/2016,11.3,9,14.8,0,,,16.9,,,,mild_windy
11/24/2016,11.3,8.3,16.4,15.6,,,12.7,,,,mild_moderate_rain
11/25/2016,12.9,10,15.4,26.5,,,19.3,,,,mild_stormy_rain
11/26/2016,11.4,10.5,14.4,13.6,,,9,,,,mild_moderate_rain
11/27/2016,12.3,10.1,15.9,0.5,,,13.1,,,,mild_light_rain
11/28/2016,14.1,11.2,18.4,0,,,8.8,,,,mild_breezy
11/29/2016,12.5,9.4,15,0,,,10.5,,,,mild_breezy
11/30/2016,13.6,9.7,15.2,7.2,,,14.1,,,,mild_moderate_rain
12/1/2016,13.4,12.2,15.1,7,,,10.2,,,,mild_moderate_rain
12/2/2016,12.7,10.6,15,0.7,,,12.4,,,,mild_light_rain
12/3/2016,14.4,10.5,15.4,36.5,,,14.5,,,,mild_stormy_rain
12/4/2016,14.6,13.7,16.2,15,,,15.9,,,,mild_moderate_rain
12/5/2016,17.2,13.2,18.4,0,,,14.2,,,,mild_windy
12/6/2016,14.9,12.8,18.6,0,,,6.6,,,,mild_fair
12/7/2016,14.1,12,15.5,0,,,9,,,,mild_breezy
12/8/2016,12.6,10.8,16.6,0,,,12.3,,,,mild_breezy
12/9/2016,16.2,10.7,19.3,0,,,13.7,,,,mild_breezy
12/10/2016,14.7,11.2,17.6,0,,,9.1,,,,mild_breezy
12/11/2016,14.4,11.5,18.2,0,,,9.2,,,,mild_breezy
12/12/2016,14.1,10.6,16.8,0,,,5.3,,,,mild_fair
12/13/2016,12.2,9.8,14.1,0,,,5.4,,,,mild_fair
12/14/2016,13.4,11.6,16.1,16.1,,,14.4,,,,mild_moderate_rain
12/15/2016,12,9.8,15.4,9.1,,,10.7,,,,mild_moderate_rain
12/16/2016,10.7,8.3,12.2,8.7,,,22.3,,,,mild_moderate_rain
12/17/2016,13.2,8.3,15.6,0,,,24.7,,,,mild_stormy
12/18/2016,13.1,11.4,14.7,0,,,23.1,,,,mild_stormy
12/19/2016,12.4,10.5,16.3,0,,,13.2,,,,mild_breezy
12/20/2016,10.7,6.6,15.1,0,,,9.8,,,,mild_breezy
12/21/2016,11.6,7,14.7,0,,,9.8,,,,mild_breezy
12/22/2016,11.4,8.3,14.7,0,,,8.8,,,,mild_breezy
12/23/2016,12,8.5,15.6,0,,,8.9,,,,mild_breezy
12/24/2016,12.4,8.8,15,0,,,12.5,,,,mild_breezy
12/25/2016,12.1,9.2,15,0,,,13,,,,mild_breezy
12/26/2016,11.5,8.5,13.8,0,,,8.6,,,,mild_breezy
12/27/2016,10.6,7.4,13.4,0,,,8.6,,,,mild_breezy
12/28/2016,11.5,7.4,14.2,0,,,10.5,,,,mild_breezy
12/29/2016,11.9,8.6,14.7,0,,,14.8,,,,mild_windy
12/30/2016,11.6,8.2,15.9,0,,,9.2,,,,mild_breezy
12/31/2016,10.7,7.4,12.9,0,,,8.6,,,,mild_breezy
1/1/2017,9.1,6.4,11.6,0,,,10.4,,,,cold_breezy
1/2/2017,12.8,6.6,15.6,8.9,,,20.3,,,,mild_moderate_rain
1/3/2017,16.1,11,19,0,1,,15,,,,mild_snowy
1/4/2017,14.2,12.7,16.4,0,,,6.8,,,,mild_fair
1/5/2017,11.2,9.7,13.1,0,,,6.7,,,,mild_fair
1/6/2017,10.7,8.4,12.7,0,,,11.4,,,,mild_breezy
1/7/2017,10.8,7.8,13.6,0,,,8,,,,mild_breezy
1/8/2017,10.2,7.2,13.4,0,,,8.2,,,,mild_breezy
1/9/2017,10.4,6,16,0,,,9.8,,,,mild_breezy
1/10/2017,13.6,6.2,16.7,0,,,24.1,,,,mild_stormy
1/11/2017,14.5,12.6,19.2,0,,,18.7,,,,mild_windy
1/12/2017,11.6,9.1,13.6,0,,,7.6,,,,mild_fair
1/13/2017,11.9,9.8,14.2,0,,,18.7,,,,mild_windy
1/14/2017,9.9,7.7,12.6,0,,,15.8,,,,cold_windy
1/15/2017,9.9,6.8,13.9,0,,,9.7,,,,cold_breezy
1/16/2017,10.4,6.2,14.8,0,,,9.6,,,,mild_breezy
1/17/2017,11.4,6.1,16.8,0,,,9.4,,,,mild_breezy
1/18/2017,8.2,5.3,11.4,0,,,19.1,,,,cold_windy
1/19/2017,7.3,3.9,9.4,0,,,12.7,,,,cold_breezy
1/20/2017,6.3,3.1,10.7,0,,,7.2,,,,cold_fair
1/21/2017,,3.1,14.1,0,,,8.1,,,,cold_breezy
1/22/2017,,6.3,15.5,0,,,10.1,,,,mild_breezy
1/23/2017,,8.3,16.5,0,,,15.6,,,,mild_windy
1/24/2017,,7.2,16.2,0,,,9.8,,,,mild_breezy
1/25/2017,,4.5,13.3,0,,,6.9,,,,cold_fair
1/26/2017,11.6,4.7,13.4,43.1,,,15.2,,,,mild_stormy_rain
1/27/2017,10.5,8.6,14,7.1,,,16.3,,,,mild_moderate_rain
1/28/2017,11.4,8.7,16.4,2.1,,,10.5,,,,mild_light_rain
1/29/2017,14.2,10.4,17.2,0,,,15.4,,,,mild_windy
1/30/2017,13.7,12.6,17.2,0,,,14.8,,,,mild_windy
1/31/2017,12,11,12.7,18.9,,,10.4,,,,mild_moderate_rain
2/1/2017,12.7,10.2,16.6,2.4,,,18,,,,mild_light_rain
2/2/2017,14.4,11.2,16.4,6.1,1,,23,,,,mild_snowy
2/3/2017,14.7,12.8,16,0.2,,,30.8,,,,mild_light_rain
2/4/2017,15,14.2,16,4.2,,,26.3,,,,mild_light_rain
2/5/2017,13.4,11.1,16.6,0,,,17.3,,,,mild_windy
2/6/2017,13,9.7,17.4,0,,,13.7,,,,mild_breezy
2/7/2017,13.5,11.4,15.2,6.4,,,17.1,,,,mild_moderate_rain
2/8/2017,11.2,8.8,14.8,0,,,10.3,,,,mild_breezy
2/9/2017,9.3,6.2,14.7,7,,,12.6,,,,cold_moderate_rain
2/10/2017,7.8,6.2,9.9,4.4,,,11,,,,cold_light_rain
2/11/2017,8.8,6.8,11.4,8,,,20,,,,cold_moderate_rain
2/12/2017,11.5,7.8,15.6,12.6,1,,13.3,,,,mild_snowy
2/13/2017,12.2,9.6,16.6,6.2,,,16.1,,,,mild_moderate_rain
2/14/2017,13.5,10.6,17.8,14.1,2,,15,,,,mild_snowy
2/15/2017,13.6,10.8,17.1,0,,,12.5,,,,mild_breezy
2/16/2017,14.2,10.8,18,0,,,11.9,,,,mild_breezy
2/17/2017,13.7,10.2,18.7,0,,,10.4,,,,mild_breezy
2/18/2017,12.6,10.1,16.1,0,,,11.7,,,,mild_breezy
2/19/2017,12.8,9.3,17,0.6,,,19.8,,,,mild_light_rain
2/20/2017,14.6,10.5,18,0,,,22.2,,,,mild_stormy
2/21/2017,15.1,11.3,18,0,,,21.1,,,,mild_stormy
2/22/2017,15.5,12,19.5,0,,,14.8,,,,mild_windy
2/23/2017,14.6,12.7,18.7,0,,,19.2,,,,mild_windy
2/24/2017,14,11.8,18.2,0,,,21.9,,,,mild_stormy
2/25/2017,12.7,10.8,15.8,0,,,12,,,,mild_breezy
2/26/2017,12.6,10.8,16.3,0,,,8.5,,,,mild_breezy
2/27/2017,12.9,11.2,16.2,3.7,,,11,,,,mild_light_rain
2/28/2017,12.8,10.5,16.6,0,,,10.3,,,,mild_breezy
3/1/2017,12.8,10.8,15,0,,,5.7,,,,mild_fair
3/2/2017,13.1,10.7,17.9,0,,,6.3,,,,mild_fair
3/3/2017,10.1,8,13,13.3,,,17.3,,,,mild_moderate_rain
3/4/2017,11.1,8.1,14.8,19.5,1,,17.1,,,,mild_snowy
3/5/2017,14.7,8.3,16.3,1.9,,,13.2,,,,mild_light_rain
3/6/2017,15.2,12.7,19.6,0,,,10.9,,,,mild_breezy
3/7/2017,16.3,12.2,21.3,0,,,14.1,,,,mild_windy
3/8/2017,16.8,12.1,21.6,0,,,9.5,,,,mild_breezy
3/9/2017,19,13.5,25.2,0,,,9,,,,mild_breezy
3/10/2017,18,14,24.2,0,,,9.4,,,,mild_breezy
3/11/2017,15.6,12.9,19.8,0,,,19,,,,mild_windy
3/12/2017,13.9,11.7,17.8,0,,,30.7,,,,mild_stormy
3/13/2017,13.4,10.8,16.6,0,,,28.7,,,,mild_stormy
3/14/2017,14.8,12.5,16.9,0,,,21.2,,,,mild_stormy
3/15/2017,17.1,13.5,21.6,0,,,17.3,,,,mild_windy
3/16/2017,15.2,11.6,19.8,0,,,12.7,,,,mild_breezy
3/17/2017,15.9,12.4,19,0,,,13.5,,,,mild_breezy
3/18/2017,17.6,12.7,23,0,,,11.6,,,,mild_breezy
3/19/2017,15.6,11.9,22.4,0,,,14,,,,mild_windy
3/20/2017,13.6,12.4,17.2,0,,,22,,,,mild_stormy
3/21/2017,13.8,11.7,17.3,0,,,14.4,,,,mild_windy
3/22/2017,11.5,7.8,14.8,2.9,,,16.8,,,,mild_light_rain
3/23/2017,8.1,6.4,12.4,7.6,1,,14,,,,cold_snowy
3/24/2017,9.1,6.6,14.3,6,,,12.5,,,,cold_moderate_rain
3/25/2017,10.9,8.3,15.1,1.5,1,,18,,,,mild_snowy
3/26/2017,10.3,9.9,14.5,31.3,,,14.7,,,,mild_stormy_rain
3/27/2017,13.8,9.7,17.6,0.1,,,16.4,,,,mild_light_rain
3/28/2017,13.6,10.5,18.8,0,,,9.3,,,,mild_breezy
3/29/2017,15.7,10.4,22,0,,,7.5,,,,mild_fair
3/30/2017,16,12.8,21.8,0,,,10.7,,,,mild_breezy
3/31/2017,15.3,12.2,19.6,0,,,12.5,,,,mild_breezy
4/1/2017,14.4,11.2,18.8,0,,,13.8,,,,mild_breezy
4/2/2017,14.8,10.5,20,0,,,14.4,,,,mild_windy
4/3/2017,17,11.9,23.3,0,,,16.2,,,,mild_windy
4/4/2017,17.8,13.8,24.7,0,,,16,,,,mild_windy
4/5/2017,19.9,14.2,25,0,,,13.3,,,,mild_breezy
4/6/2017,18.7,13.8,23.8,0,,,18.1,,,,mild_windy
4/7/2017,19.7,14,25.2,0,,,10.1,,,,mild_breezy
4/8/2017,19.4,14.9,24.4,0,,,10,,,,mild_breezy
4/9/2017,18.8,13.8,24.7,0,,,10.9,,,,mild_breezy
4/10/2017,19.9,14.5,24.9,0,,,11.6,,,,mild_breezy
4/11/2017,20.5,15.5,27.6,0,,,10.7,,,,warm_breezy
4/12/2017,19.7,14.8,26.8,0,,,8.8,,,,mild_breezy
4/13/2017,17.1,14,22.4,0,,,12.5,,,,mild_breezy
4/14/2017,17.4,14,22.3,0,,,9.6,,,,mild_breezy
4/15/2017,17.6,14.1,22.9,0,,,13.1,,,,mild_breezy
4/16/2017,17.8,13.2,23.7,0,,,12.8,,,,mild_breezy
4/17/2017,19.4,13.1,27,0,,,9.8,,,,mild_breezy
4/18/2017,21.2,16.8,24.2,0,,,18,,,,warm_windy
4/19/2017,19.8,16.5,25.6,0,,,16.1,,,,mild_windy
4/20/2017,20.2,15.6,25.5,0,,,15.7,,,,warm_windy
4/21/2017,18.3,14.8,22.9,0,,,15.9,,,,mild_windy
4/22/2017,18.2,14.8,23.8,0,,,10.9,,,,mild_breezy
4/23/2017,19.8,16.5,25,0,,,12.9,,,,mild_breezy
4/24/2017,18.5,14.9,24.2,0,,,13.2,,,,mild_breezy
4/25/2017,16.2,13.6,21.1,0,,,15.1,,,,mild_windy
4/26/2017,14.9,12.6,18.8,0,,,13.8,,,,mild_breezy
4/27/2017,15.4,11.4,20,0,,,16.2,,,,mild_windy
4/28/2017,16.9,13,21.8,0,,,20.4,,,,mild_stormy
4/29/2017,15.7,12.4,21,0,,,12,,,,mild_breezy
4/30/2017,15.1,12.6,18.7,0,,,19.2,,,,mild_windy
5/1/2017,14.5,10.7,19,0,,,10,,,,mild_breezy
5/2/2017,17.8,11.4,25.2,0,,,11.3,,,,mild_breezy
5/3/2017,19,15.4,28.5,0,,,9.7,,,,mild_breezy
5/4/2017,19.2,14.7,22.8,3.2,,,15.3,,,,mild_light_rain
5/5/2017,15.9,13.6,20,13.3,,,19.8,,,,mild_moderate_rain
5/6/2017,17.7,14.3,21.9,0,,,13.6,,,,mild_breezy
5/7/2017,19.9,14.6,26.4,0,,,9.9,,,,mild_breezy
5/8/2017,20.8,15.8,26,0,,,10.5,,,,warm_breezy
5/9/2017,17.8,15.5,22.2,2.5,,,17.4,,,,mild_light_rain
5/10/2017,16.8,15.8,19.2,12.8,,,23.9,,,,mild_moderate_rain
5/11/2017,16.2,13.5,19.4,15.1,,,26.4,,,,mild_moderate_rain
5/12/2017,16.9,14.1,20.6,8.1,,,20.5,,,,mild_moderate_rain
5/13/2017,17.2,13.8,21,0.1,,,16.1,,,,mild_light_rain
5/14/2017,18.6,16,22,0,,,15.1,,,,mild_windy
5/15/2017,21.6,16.5,27.2,0,,,8.9,,,,warm_breezy
5/16/2017,24.1,20.2,30.6,0,,,14.2,,,,warm_windy
5/17/2017,20.8,15.4,26.2,0,,,18.9,,,,warm_windy
5/18/2017,16.3,13.9,19.9,0,,,25.8,,,,mild_stormy
5/19/2017,16.7,12.6,21.6,0,,,22.8,,,,mild_stormy
5/20/2017,22.1,13.5,29.8,0,,,12.9,,,,warm_breezy
5/21/2017,22.3,17.5,28.2,0,,,14.1,,,,warm_windy
5/22/2017,21.1,18,26.7,0,,,14.4,,,,warm_windy
5/23/2017,24.3,17.6,32,0,,,14.4,,,,warm_windy
5/24/2017,24.2,18.3,29.9,0,,,13.5,,,,warm_breezy
5/25/2017,24,18.7,29.8,0,,,14.5,,,,warm_windy
5/26/2017,18.9,17,22.7,0,,,13.7,,,,mild_breezy
5/27/2017,18.7,16.4,22.2,0,,,9.9,,,,mild_breezy
5/28/2017,19.1,17.5,23.3,1.5,,,18.7,,,,mild_light_rain
5/29/2017,19.2,17.4,23,3,,,12.4,,,,mild_light_rain
5/30/2017,19.8,16.4,24.9,0,,,19.7,,,,mild_windy
5/31/2017,20.1,16.5,25.5,0,,,18.8,,,,warm_windy
6/1/2017,20.1,15.9,27.3,0,,,19.3,,,,warm_windy
6/2/2017,19.9,15.3,26.3,0,,,22.2,,,,mild_stormy
6/3/2017,18.4,16.3,22.5,0,,,26,,,,mild_stormy
6/4/2017,18.3,15.6,22.2,0,,,28.1,,,,mild_stormy
6/5/2017,19.3,15.2,24.8,0,,,19.8,,,,mild_windy
6/6/2017,19.6,17.1,24.8,0,,,19.8,,,,mild_windy
6/7/2017,24.1,16,31.7,0,,,16.3,,,,warm_windy
6/8/2017,22.6,18.7,27,0,,,18,,,,warm_windy
6/9/2017,21.7,18.1,26.9,0,,,16.9,,,,warm_windy
6/10/2017,22.9,18.1,29.5,0,,,16.7,,,,warm_windy
6/11/2017,22.3,18.3,28.6,0,,,24.2,,,,warm_stormy
6/12/2017,24.1,18.4,32.4,0,,,15.4,,,,warm_windy
6/13/2017,23.9,18.5,31.6,0,,,14.4,,,,warm_windy
6/14/2017,22.8,19.5,27.3,0,,,13.1,,,,warm_breezy
6/15/2017,23,17.4,29.2,0,,,21.1,,,,warm_stormy
6/16/2017,26.5,18,35.6,0,,,15,,,,hot_windy
6/17/2017,31.3,23.5,39.4,0,,,11.7,,,,hot_breezy
6/18/2017,30.8,24.9,25.9,0,,,10.8,,,,hot_breezy
6/19/2017,27.8,22.6,36.5,0,,,12.8,,,,hot_breezy
6/20/2017,25.9,21.6,31.8,0,,,11.8,,,,hot_breezy
6/21/2017,22.1,19.9,25.2,0,,,11.5,,,,warm_breezy
6/22/2017,22.3,18.4,28,0,,,16.8,,,,warm_windy
6/23/2017,23.2,18,29.4,0,,,15.8,,,,warm_windy
6/24/2017,21.9,19,26.5,0,,,16.8,,,,warm_windy
6/25/2017,20.3,18.4,25.2,0.1,,,14.3,,,,warm_light_rain
6/26/2017,20.4,17.8,24.5,0,,,10.6,,,,warm_breezy
6/27/2017,21.1,17.4,25.6,0,,,13.2,,,,warm_breezy
6/28/2017,20.6,17.8,24.5,0.4,,,19.5,,,,warm_light_rain
6/29/2017,19.1,16.4,23.4,0,,,18,,,,mild_windy
6/30/2017,18.7,15.6,22.6,0,,,22.6,,,,mild_stormy
7/1/2017,19.8,14.8,25.2,0,,,24.4,,,,mild_stormy
7/2/2017,25.4,18.6,33.2,0,,,18.4,,,,hot_windy
7/3/2017,27.4,21,33.4,0,,,12.3,,,,hot_breezy
7/4/2017,22.8,19.5,27.6,0,,,12.6,,,,warm_breezy
7/5/2017,19.9,17.8,23.1,0,,,10.5,,,,mild_breezy
7/6/2017,19.8,16.8,24.3,1.7,,,13.7,,,,mild_light_rain
7/7/2017,20.9,17.9,25.2,0,,,17,,,,warm_windy
7/8/2017,19.8,18.5,22.4,0,,,16.3,,,,mild_windy
7/9/2017,20.8,17.9,25.6,0,,,20,,,,warm_stormy
7/10/2017,20.6,18,25.4,0,,,23.9,,,,warm_stormy
7/11/2017,22.2,16.7,29,0,,,21.9,,,,warm_stormy
7/12/2017,25.7,19.6,32.2,0,,,18.5,,,,hot_windy
7/13/2017,26.7,22.7,32.5,0,,,19.3,,,,hot_windy
7/14/2017,24.2,18.8,31.4,0,,,20.3,,,,warm_stormy
7/15/2017,23.8,17.9,30.6,0,,,13.1,,,,warm_breezy
7/16/2017,23.3,18.4,28.5,0,,,13.2,,,,warm_breezy
7/17/2017,21.3,17.3,26.4,0,,,13.2,,,,warm_breezy
7/18/2017,20.8,17.5,25.5,0,,,10.6,,,,warm_breezy
7/19/2017,21.4,19.1,26,0.3,,,13.4,,,,warm_light_rain
7/20/2017,19.7,17.4,23.4,0,,,23.5,,,,mild_stormy
7/21/2017,19.8,16.2,24.2,0,,,27.4,,,,mild_stormy
7/22/2017,21.1,17.7,26.4,0,,,24,,,,warm_stormy
7/23/2017,21.6,16.8,27.4,0,,,26.5,,,,warm_stormy
7/24/2017,21.9,18.9,27.5,0,,,31.6,,,,warm_stormy
7/25/2017,24,18.1,32.1,0,,,25.5,,,,warm_stormy
7/26/2017,25.8,20.3,32.3,0,,,22.9,,,,hot_stormy
7/27/2017,22.9,17.9,28.6,0,,,23,,,,warm_stormy
7/28/2017,24.6,19.6,31.8,0,,,19.3,,,,warm_windy
7/29/2017,23.6,19.9,31,0,,,20.4,,,,warm_stormy
7/30/2017,22.3,20,26.8,0,,,20,,,,warm_stormy
7/31/2017,19.9,16.8,24.2,0,,,17.7,,,,mild_windy
8/1/2017,21.1,17,26.5,0,,,18.5,,,,warm_windy
8/2/2017,21.8,17.1,27.4,0,,,21,,,,warm_stormy
8/3/2017,24.7,20,31.2,0,,,20.4,,,,warm_stormy
8/4/2017,25.1,21.3,31.5,0,,,21,,,,hot_stormy
8/5/2017,22.3,19.9,27,0,,,23.6,,,,warm_stormy
8/6/2017,22.9,17,30.6,0,,,19.2,,,,warm_windy
8/7/2017,20.4,17.4,26.2,0,,,21.4,,,,warm_stormy
8/8/2017,19.9,16.1,24.9,0,,,28.5,,,,mild_stormy
8/9/2017,19.3,16,23.4,0,,,33.8,,,,mild_stormy
8/10/2017,23,18.2,29.9,0,,,23.9,,,,warm_stormy
8/11/2017,28.8,19.2,33.6,0,,,17.5,,,,hot_windy
